學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),外國學生人數男,外國學生人數女
106,公立,一般大學,6,國立中興大學,5411041,應用數學系,博士班,1,1
106,公立,一般大學,6,國立中興大學,5421042,統計學研究所,碩士班(日間),1,0
106,公立,一般大學,6,國立中興大學,6131043,資訊管理學系,碩士班(日間),1,0
106,公立,一般大學,6,國立中興大學,6131048,資訊科學與工程學系,學士班(日間),1,0
106,公立,一般大學,6,國立中興大學,6131048,資訊科學與工程學系,碩士班(日間),2,0
106,公立,一般大學,6,國立中興大學,7112057,材料科學與工程學系,博士班,0,1
106,公立,一般大學,6,國立中興大學,7121059,環境工程學系,碩士班(日間),2,0
106,公立,一般大學,6,國立中興大學,7121059,環境工程學系,博士班,1,1
106,公立,一般大學,6,國立中興大學,7141045,電機工程學系,學士班(日間),5,1
106,公立,一般大學,6,國立中興大學,7141045,電機工程學系,博士班,2,0
106,公立,一般大學,6,國立中興大學,7141049,通訊工程研究所,碩士班(日間),1,0
106,公立,一般大學,6,國立中興大學,7151050,機械工程學系,學士班(日間),3,0
106,公立,一般大學,6,國立中興大學,7151050,機械工程學系,碩士班(日間),2,0
106,公立,一般大學,6,國立中興大學,7151051,精密工程研究所,碩士班(日間),3,0
106,公立,一般大學,6,國立中興大學,7151051,精密工程研究所,博士班,7,1
106,公立,一般大學,6,國立中興大學,7151052,生物產業機電工程學系,學士班(日間),1,0
106,公立,一般大學,6,國立中興大學,7151052,生物產業機電工程學系,博士班,0,1
106,公立,一般大學,6,國立中興大學,7211081,食品暨應用生物科技學系,學士班(日間),0,1
106,公立,一般大學,6,國立中興大學,7321054,土木工程學系,學士班(日間),2,0
106,公立,一般大學,6,國立中興大學,8111063,農藝學系,學士班(日間),1,1
106,公立,一般大學,6,國立中興大學,8111063,農藝學系,博士班,1,1
106,公立,一般大學,6,國立中興大學,8111064,國際農學碩士學位學程,碩士班(日間),12,5
106,公立,一般大學,6,國立中興大學,8112066,動物科學系,學士班(日間),1,2
106,公立,一般大學,6,國立中興大學,8112066,動物科學系,博士班,0,5
106,公立,一般大學,6,國立中興大學,8121067,園藝學系,碩士班(日間),5,1
106,公立,一般大學,6,國立中興大學,8121067,園藝學系,博士班,0,2
106,公立,一般大學,6,國立中興大學,8191083,土壤環境科學系,學士班(日間),3,0
106,公立,一般大學,6,國立中興大學,8191083,土壤環境科學系,碩士班(日間),2,2
106,公立,一般大學,6,國立中興大學,8191083,土壤環境科學系,博士班,1,1
106,公立,一般大學,6,國立中興大學,8193078,國際農企業學士學位學程,學士班(日間),12,13
106,公立,一般大學,6,國立中興大學,8194068,植物病理學系,博士班,1,1
106,公立,一般大學,6,國立中興大學,8211086,森林學系,碩士班(日間),1,0
106,公立,一般大學,6,國立中興大學,8211086,森林學系,博士班,1,1
106,公立,一般大學,6,國立中興大學,8411087,獸醫學系,學士班(日間),3,8
106,公立,一般大學,6,國立中興大學,8411087,獸醫學系,碩士班(日間),0,4
106,公立,一般大學,6,國立中興大學,8411087,獸醫學系,博士班,1,2
106,公立,一般大學,6,國立中興大學,8411092,微生物暨公共衛生學研究所,博士班,0,1
106,公立,一般大學,6,國立中興大學,9199096,組織工程與再生醫學博士學位學程,博士班,1,0
106,公立,一般大學,6,國立中興大學,10152097,運動與健康管理研究所,碩士班(日間),2,0
106,公立,一般大學,7,國立交通大學,1111001,教育研究所,博士班,0,1
106,公立,一般大學,7,國立交通大學,1131002,英語教學研究所,碩士班(日間),1,4
106,公立,一般大學,7,國立交通大學,2299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),1,3
106,公立,一般大學,7,國立交通大學,2299010,社會與文化研究所,碩士班(日間),3,1
106,公立,一般大學,7,國立交通大學,2299010,社會與文化研究所,博士班,7,4
106,公立,一般大學,7,國立交通大學,2311005,外國語文學系,學士班(日間),1,2
106,公立,一般大學,7,國立交通大學,2311005,外國語文學系外國文學與語言學碩士班,碩士班(日間),1,2
106,公立,一般大學,7,國立交通大學,3211014,傳播研究所,碩士班(日間),0,2
106,公立,一般大學,7,國立交通大學,4121020,資訊管理與財務金融學系,碩士班(日間),1,2
106,公立,一般大學,7,國立交通大學,4121020,資訊管理與財務金融學系,博士班,4,2
106,公立,一般大學,7,國立交通大學,4131016,管理學院企業管理碩士學位學程,碩士班(日間),11,17
106,公立,一般大學,7,國立交通大學,4131017,經營管理研究所,博士班,1,0
106,公立,一般大學,7,國立交通大學,4131018,管理科學系,學士班(日間),2,2
106,公立,一般大學,7,國立交通大學,4131018,管理科學系,碩士班(日間),1,0
106,公立,一般大學,7,國立交通大學,4131018,管理科學系,博士班,1,0
106,公立,一般大學,7,國立交通大學,4199023,科技管理研究所,碩士班(日間),2,1
106,公立,一般大學,7,國立交通大學,4199023,科技管理研究所,博士班,5,2
106,公立,一般大學,7,國立交通大學,5121028,生物科技學系,學士班(日間),3,3
106,公立,一般大學,7,國立交通大學,5121028,生物科技學系,碩士班(日間),1,0
106,公立,一般大學,7,國立交通大學,5121028,生物科技學系,博士班,1,2
106,公立,一般大學,7,國立交通大學,5121030,分子醫學與生物工程研究所,碩士班(日間),1,0
106,公立,一般大學,7,國立交通大學,5121030,分子醫學與生物工程研究所,博士班,4,1
106,公立,一般大學,7,國立交通大學,5124034,生物資訊及系統生物研究所,博士班,3,4
106,公立,一般大學,7,國立交通大學,5124035,跨領域神經科學博士學位學程(台灣聯合大學系統),博士班,1,0
106,公立,一般大學,7,國立交通大學,5211043,環境科技博士學位學程(台灣聯合大學系統),博士班,1,0
106,公立,一般大學,7,國立交通大學,5311036,應用化學系,碩士班(日間),5,2
106,公立,一般大學,7,國立交通大學,5311036,應用化學系,博士班,18,4
106,公立,一般大學,7,國立交通大學,5311039,永續化學科技國際研究生博士學位學程,博士班,34,11
106,公立,一般大學,7,國立交通大學,5331040,物理研究所,碩士班(日間),1,3
106,公立,一般大學,7,國立交通大學,5331041,電子物理學系,碩士班(日間),1,1
106,公立,一般大學,7,國立交通大學,5331041,電子物理學系,博士班,3,3
106,公立,一般大學,7,國立交通大學,5411045,應用數學系,學士班(日間),0,2
106,公立,一般大學,7,國立交通大學,5411045,應用數學系,博士班,1,0
106,公立,一般大學,7,國立交通大學,5421047,統計學研究所,碩士班(日間),0,2
106,公立,一般大學,7,國立交通大學,5421047,統計學研究所,博士班,2,0
106,公立,一般大學,7,國立交通大學,6121048,網路與資訊系統博士學位學程,博士班,1,0
106,公立,一般大學,7,國立交通大學,6121060,網路工程研究所,碩士班(日間),1,0
106,公立,一般大學,7,國立交通大學,6131058,資訊工程學系,學士班(日間),33,5
106,公立,一般大學,7,國立交通大學,6131061,資訊科學與工程研究所,碩士班(日間),5,1
106,公立,一般大學,7,國立交通大學,6131061,資訊科學與工程研究所,博士班,7,0
106,公立,一般大學,7,國立交通大學,6132049,多媒體工程研究所,碩士班(日間),1,1
106,公立,一般大學,7,國立交通大學,7112072,材料科學與工程學系,學士班(日間),1,1
106,公立,一般大學,7,國立交通大學,7112072,材料科學與工程學系,碩士班(日間),4,2
106,公立,一般大學,7,國立交通大學,7112072,材料科學與工程學系,博士班,25,8
106,公立,一般大學,7,國立交通大學,7121076,環境工程研究所,碩士班(日間),3,5
106,公立,一般大學,7,國立交通大學,7121076,環境工程研究所,博士班,4,7
106,公立,一般大學,7,國立交通大學,7141050,電機工程學系,學士班(日間),11,0
106,公立,一般大學,7,國立交通大學,7141051,電子工程學系,學士班(日間),4,0
106,公立,一般大學,7,國立交通大學,7141053,電子研究所,碩士班(日間),2,0
106,公立,一般大學,7,國立交通大學,7141053,電子研究所,博士班,1,0
106,公立,一般大學,7,國立交通大學,7141054,光電博士學位學程(台灣聯合大學系統),博士班,3,0
106,公立,一般大學,7,國立交通大學,7141055,光電工程學系,博士班,2,0
106,公立,一般大學,7,國立交通大學,7141065,光電系統博士學位學程,博士班,0,1
106,公立,一般大學,7,國立交通大學,7141066,國際半導體產業學院博士班,博士班,4,1
106,公立,一般大學,7,國立交通大學,7141066,國際半導體產業學院碩士班,碩士班(日間),2,0
106,公立,一般大學,7,國立交通大學,7141068,電機資訊國際博士學位學程,博士班,60,13
106,公立,一般大學,7,國立交通大學,7141068,電機資訊國際碩士學位學程,碩士班(日間),42,16
106,公立,一般大學,7,國立交通大學,7151070,機械工程學系,學士班(日間),12,2
106,公立,一般大學,7,國立交通大學,7151070,機械工程學系,碩士班(日間),12,1
106,公立,一般大學,7,國立交通大學,7151070,機械工程學系,博士班,7,0
106,公立,一般大學,7,國立交通大學,7191075,工業工程與管理學系,學士班(日間),4,5
106,公立,一般大學,7,國立交通大學,7191075,工業工程與管理學系,碩士班(日間),2,2
106,公立,一般大學,7,國立交通大學,7191075,工業工程與管理學系,博士班,1,0
106,公立,一般大學,7,國立交通大學,7193077,生醫工程研究所,碩士班(日間),1,0
106,公立,一般大學,7,國立交通大學,7193079,影像與生醫光電研究所,碩士班(日間),1,0
106,公立,一般大學,7,國立交通大學,7321071,土木工程學系,學士班(日間),4,2
106,公立,一般大學,7,國立交通大學,7321071,土木工程學系,碩士班(日間),3,0
106,公立,一般大學,7,國立交通大學,7321071,土木工程學系,博士班,3,1
106,公立,一般大學,7,國立交通大學,10411086,運輸與物流管理學系,碩士班(日間),1,1
106,公立,一般大學,7,國立交通大學,10411086,運輸與物流管理學系,博士班,2,0
106,公立,一般大學,8,國立中央大學,1115001,學習與教學研究所,碩士班(日間),0,1
106,公立,一般大學,8,國立中央大學,1115001,學習與教學研究所,博士班,0,2
106,公立,一般大學,8,國立中央大學,2221010,歷史研究所,碩士班(日間),0,1
106,公立,一般大學,8,國立中央大學,2231011,哲學研究所,碩士班(日間),2,2
106,公立,一般大學,8,國立中央大學,2231011,哲學研究所,博士班,3,3
106,公立,一般大學,8,國立中央大學,2299012,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),2,3
106,公立,一般大學,8,國立中央大學,2311008,法國語文學系,碩士班(日間),0,1
106,公立,一般大學,8,國立中央大學,2322006,中國文學系,學士班(日間),2,4
106,公立,一般大學,8,國立中央大學,2322006,中國文學系,碩士班(日間),2,1
106,公立,一般大學,8,國立中央大學,2322006,中國文學系,博士班,1,1
106,公立,一般大學,8,國立中央大學,3131017,認知神經科學研究所,碩士班(日間),1,2
106,公立,一般大學,8,國立中央大學,3131017,認知神經科學研究所,博士班,5,0
106,公立,一般大學,8,國立中央大學,4121024,財務金融學系,碩士班(日間),3,0
106,公立,一般大學,8,國立中央大學,4121024,財務金融學系,博士班,1,0
106,公立,一般大學,8,國立中央大學,4131023,企業管理學系,學士班(日間),0,3
106,公立,一般大學,8,國立中央大學,4131023,企業管理學系,碩士班(日間),4,2
106,公立,一般大學,8,國立中央大學,4131023,企業管理學系,博士班,8,5
106,公立,一般大學,8,國立中央大學,4199027,人力資源管理研究所,碩士班(日間),0,1
106,公立,一般大學,8,國立中央大學,5111031,生命科學系,碩士班(日間),3,11
106,公立,一般大學,8,國立中央大學,5111031,生命科學系,博士班,6,9
106,公立,一般大學,8,國立中央大學,5121074,生醫科學與工程學系,碩士班(日間),9,10
106,公立,一般大學,8,國立中央大學,5121074,生醫科學與工程學系,博士班,5,4
106,公立,一般大學,8,國立中央大學,5211048,遙測科技碩士學位學程,碩士班(日間),5,7
106,公立,一般大學,8,國立中央大學,5211049,環境科技博士學位學程（台灣聯合大學系統）,博士班,2,1
106,公立,一般大學,8,國立中央大學,5311035,化學學系,碩士班(日間),2,1
106,公立,一般大學,8,國立中央大學,5311035,化學學系,博士班,6,3
106,公立,一般大學,8,國立中央大學,5321036,地球科學學系地球物理博士班,博士班,5,3
106,公立,一般大學,8,國立中央大學,5321036,地球科學學系地球物理碩士班,碩士班(日間),7,9
106,公立,一般大學,8,國立中央大學,5321037,應用地質研究所,碩士班(日間),9,8
106,公立,一般大學,8,國立中央大學,5321037,應用地質研究所,博士班,3,0
106,公立,一般大學,8,國立中央大學,5321039,水文與海洋科學研究所,碩士班(日間),0,3
106,公立,一般大學,8,國立中央大學,5321039,水文與海洋科學研究所,博士班,4,1
106,公立,一般大學,8,國立中央大學,5321041,地球系統科學國際研究生博士學位學程,博士班,18,10
106,公立,一般大學,8,國立中央大學,5322044,大氣科學學系大氣物理博士班,博士班,5,2
106,公立,一般大學,8,國立中央大學,5322044,大氣科學學系大氣物理碩士班,碩士班(日間),0,1
106,公立,一般大學,8,國立中央大學,5331042,物理學系,碩士班(日間),9,8
106,公立,一般大學,8,國立中央大學,5331042,物理學系,博士班,17,10
106,公立,一般大學,8,國立中央大學,5332045,天文研究所,碩士班(日間),1,1
106,公立,一般大學,8,國立中央大學,5332045,天文研究所,博士班,2,3
106,公立,一般大學,8,國立中央大學,5411051,數學系,碩士班(日間),1,0
106,公立,一般大學,8,國立中央大學,5411051,數學系,博士班,1,0
106,公立,一般大學,8,國立中央大學,5421052,統計研究所,博士班,0,1
106,公立,一般大學,8,國立中央大學,6131053,資訊管理學系,學士班(日間),1,1
106,公立,一般大學,8,國立中央大學,6131053,資訊管理學系,博士班,1,0
106,公立,一般大學,8,國立中央大學,6131059,資訊工程學系,碩士班(日間),13,10
106,公立,一般大學,8,國立中央大學,6131059,資訊工程學系,博士班,22,10
106,公立,一般大學,8,國立中央大學,6132002,網路學習科技研究所,碩士班(日間),4,4
106,公立,一般大學,8,國立中央大學,6132002,網路學習科技研究所,博士班,2,4
106,公立,一般大學,8,國立中央大學,7111069,化學工程與材料工程學系,碩士班(日間),3,4
106,公立,一般大學,8,國立中央大學,7111069,化學工程與材料工程學系,博士班,4,2
106,公立,一般大學,8,國立中央大學,7112070,材料科學與工程研究所,碩士班(日間),1,1
106,公立,一般大學,8,國立中央大學,7112070,材料科學與工程研究所,博士班,3,0
106,公立,一般大學,8,國立中央大學,7112071,應用材料科學國際研究生碩士學位學程,碩士班(日間),1,1
106,公立,一般大學,8,國立中央大學,7121072,環境工程研究所,碩士班(日間),0,3
106,公立,一般大學,8,國立中央大學,7121072,環境工程研究所,博士班,6,3
106,公立,一般大學,8,國立中央大學,7132066,能源工程研究所,碩士班(日間),1,2
106,公立,一般大學,8,國立中央大學,7132066,能源工程研究所,博士班,5,2
106,公立,一般大學,8,國立中央大學,7141055,電機工程學系,碩士班(日間),1,1
106,公立,一般大學,8,國立中央大學,7141055,電機工程學系,博士班,5,1
106,公立,一般大學,8,國立中央大學,7141057,光電科學與工程學系,碩士班(日間),2,0
106,公立,一般大學,8,國立中央大學,7141057,光電科學與工程學系,博士班,3,2
106,公立,一般大學,8,國立中央大學,7141060,通訊工程學系,碩士班(日間),2,2
106,公立,一般大學,8,國立中央大學,7141060,通訊工程學系,博士班,4,1
106,公立,一般大學,8,國立中央大學,7151064,機械工程學系,碩士班(日間),10,7
106,公立,一般大學,8,國立中央大學,7151064,機械工程學系,博士班,12,1
106,公立,一般大學,8,國立中央大學,7191026,工業管理研究所,碩士班(日間),1,5
106,公立,一般大學,8,國立中央大學,7191026,工業管理研究所,博士班,2,3
106,公立,一般大學,8,國立中央大學,7321067,土木工程學系,學士班(日間),1,0
106,公立,一般大學,8,國立中央大學,7321067,土木工程學系,碩士班(日間),5,7
106,公立,一般大學,8,國立中央大學,7321067,土木工程學系,博士班,12,3
106,公立,一般大學,8,國立中央大學,7399028,營建管理研究所,碩士班(日間),6,2
106,公立,一般大學,8,國立中央大學,7399028,營建管理研究所,博士班,2,1
106,公立,一般大學,9,國立中山大學,1111001,教育研究所,碩士班(日間),2,2
106,公立,一般大學,9,國立中山大學,1111001,教育研究所,博士班,0,2
106,公立,一般大學,9,國立中山大學,2311006,外國語文學系,學士班(日間),0,4
106,公立,一般大學,9,國立中山大學,2311006,外國語文學系,碩士班(日間),0,1
106,公立,一般大學,9,國立中山大學,2311006,外國語文學系,博士班,1,0
106,公立,一般大學,9,國立中山大學,2322005,中國文學系,學士班(日間),1,0
106,公立,一般大學,9,國立中山大學,2322005,中國文學系,碩士班(日間),0,1
106,公立,一般大學,9,國立中山大學,2322005,中國文學系,博士班,1,0
106,公立,一般大學,9,國立中山大學,3121011,政治學研究所,碩士班(日間),0,1
106,公立,一般大學,9,國立中山大學,3121011,政治學研究所,博士班,3,2
106,公立,一般大學,9,國立中山大學,3122019,亞太事務英語碩士學位學程,碩士班(日間),10,10
106,公立,一般大學,9,國立中山大學,3141013,社會學系,學士班(日間),1,0
106,公立,一般大學,9,國立中山大學,3141013,社會學系,碩士班(日間),0,2
106,公立,一般大學,9,國立中山大學,3143016,中國與亞太區域研究所,碩士班(日間),1,3
106,公立,一般大學,9,國立中山大學,3143016,中國與亞太區域研究所,博士班,4,7
106,公立,一般大學,9,國立中山大學,4121024,財務管理學系,學士班(日間),1,2
106,公立,一般大學,9,國立中山大學,4121024,財務管理學系,碩士班(日間),1,0
106,公立,一般大學,9,國立中山大學,4121024,財務管理學系,博士班,0,1
106,公立,一般大學,9,國立中山大學,4131021,企業管理學系,學士班(日間),2,2
106,公立,一般大學,9,國立中山大學,4131021,企業管理學系,博士班,2,1
106,公立,一般大學,9,國立中山大學,4131022,管理學院國際經營管理碩士學程,碩士班(日間),26,22
106,公立,一般大學,9,國立中山大學,4134010,政治經濟學系,學士班(日間),2,0
106,公立,一般大學,9,國立中山大學,4141025,行銷傳播管理研究所,碩士班(日間),0,2
106,公立,一般大學,9,國立中山大學,4191028,人力資源管理研究所,博士班,3,3
106,公立,一般大學,9,國立中山大學,4199028,人力資源管理全英語碩士學位學程,碩士班(日間),24,16
106,公立,一般大學,9,國立中山大學,5111033,生物科學系,博士班,1,0
106,公立,一般大學,9,國立中山大學,5124035,生物醫學研究所,碩士班(日間),1,0
106,公立,一般大學,9,國立中山大學,5124035,生物醫學研究所,博士班,1,2
106,公立,一般大學,9,國立中山大學,5311037,化學系,博士班,9,1
106,公立,一般大學,9,國立中山大學,5323044,海洋生物科技暨資源學系,學士班(日間),0,2
106,公立,一般大學,9,國立中山大學,5323044,海洋生物科技暨資源學系,博士班,1,0
106,公立,一般大學,9,國立中山大學,5323047,海洋科學系,博士班,0,1
106,公立,一般大學,9,國立中山大學,5331038,物理學系,碩士班(日間),4,1
106,公立,一般大學,9,國立中山大學,5331038,物理學系,博士班,6,1
106,公立,一般大學,9,國立中山大學,5331040,加速器光源與中子束應用國際博士學位學程,博士班,1,0
106,公立,一般大學,9,國立中山大學,5411051,應用數學系,博士班,2,0
106,公立,一般大學,9,國立中山大學,6131052,資訊管理學系,學士班(日間),1,0
106,公立,一般大學,9,國立中山大學,6131052,資訊管理學系,碩士班(日間),0,1
106,公立,一般大學,9,國立中山大學,6131052,資訊管理學系,博士班,2,2
106,公立,一般大學,9,國立中山大學,7112063,材料與光電科學學系,碩士班(日間),1,0
106,公立,一般大學,9,國立中山大學,7112063,材料與光電科學學系,博士班,3,0
106,公立,一般大學,9,國立中山大學,7121064,環境工程研究所,博士班,1,1
106,公立,一般大學,9,國立中山大學,7122065,海洋環境及工程學系,學士班(日間),1,0
106,公立,一般大學,9,國立中山大學,7122065,海洋環境及工程學系,博士班,1,0
106,公立,一般大學,9,國立中山大學,7141053,電機工程學系,學士班(日間),1,0
106,公立,一般大學,9,國立中山大學,7141053,電機工程學系,碩士班(日間),1,0
106,公立,一般大學,9,國立中山大學,7141053,電機工程學系,博士班,6,1
106,公立,一般大學,9,國立中山大學,7141054,光電工程學系,博士班,0,1
106,公立,一般大學,9,國立中山大學,7141055,資訊工程學系,學士班(日間),2,0
106,公立,一般大學,9,國立中山大學,7141055,資訊工程學系,碩士班(日間),1,1
106,公立,一般大學,9,國立中山大學,7141055,資訊工程學系,博士班,0,2
106,公立,一般大學,9,國立中山大學,7141056,電信工程國際碩士學位學程,碩士班(日間),4,1
106,公立,一般大學,9,國立中山大學,7141057,通訊工程研究所,碩士班(日間),2,0
106,公立,一般大學,9,國立中山大學,7141057,通訊工程研究所,博士班,0,1
106,公立,一般大學,9,國立中山大學,7141058,電機電力工程國際碩士學位學程,碩士班(日間),9,1
106,公立,一般大學,9,國立中山大學,7151061,機械與機電工程學系,學士班(日間),1,0
106,公立,一般大學,9,國立中山大學,7151061,機械與機電工程學系,博士班,2,2
106,公立,一般大學,12,國立臺灣海洋大學,1111002,教育研究所,碩士班(日間),0,3
106,公立,一般大學,12,國立臺灣海洋大學,3111006,應用經濟研究所,碩士班(日間),0,1
106,公立,一般大學,12,國立臺灣海洋大學,4199055,海洋觀光管理學士學位學程,學士班(日間),1,1
106,公立,一般大學,12,國立臺灣海洋大學,4199056,海洋經營管理學士學位學程,學士班(日間),3,0
106,公立,一般大學,12,國立臺灣海洋大學,4212009,海洋法律研究所,博士班,1,0
106,公立,一般大學,12,國立臺灣海洋大學,5121014,生命科學暨生物科技學系,學士班(日間),1,0
106,公立,一般大學,12,國立臺灣海洋大學,5121014,生命科學暨生物科技學系,碩士班(日間),0,2
106,公立,一般大學,12,國立臺灣海洋大學,5121014,生命科學暨生物科技學系,博士班,1,0
106,公立,一般大學,12,國立臺灣海洋大學,5211008,海洋事務與資源管理研究所,碩士班(日間),1,0
106,公立,一般大學,12,國立臺灣海洋大學,5321057,地球科學研究所,碩士班(日間),2,0
106,公立,一般大學,12,國立臺灣海洋大學,5323017,海洋生物研究所,碩士班(日間),1,1
106,公立,一般大學,12,國立臺灣海洋大學,5323017,海洋生物研究所,博士班,2,3
106,公立,一般大學,12,國立臺灣海洋大學,5323020,海洋環境資訊系,碩士班(日間),1,0
106,公立,一般大學,12,國立臺灣海洋大學,6131028,資訊工程學系,碩士班(日間),1,0
106,公立,一般大學,12,國立臺灣海洋大學,7122040,河海工程學系,學士班(日間),1,0
106,公立,一般大學,12,國立臺灣海洋大學,7141025,電機工程學系,學士班(日間),1,0
106,公立,一般大學,12,國立臺灣海洋大學,7151036,機械與機電工程學系,學士班(日間),1,0
106,公立,一般大學,12,國立臺灣海洋大學,7151036,機械與機電工程學系,碩士班(日間),1,0
106,公立,一般大學,12,國立臺灣海洋大學,7163033,系統工程暨造船學系,學士班(日間),3,0
106,公立,一般大學,12,國立臺灣海洋大學,7163033,系統工程暨造船學系,碩士班(日間),1,0
106,公立,一般大學,12,國立臺灣海洋大學,7163033,系統工程暨造船學系,博士班,1,0
106,公立,一般大學,12,國立臺灣海洋大學,7163035,輪機工程學系,學士班(日間),2,1
106,公立,一般大學,12,國立臺灣海洋大學,7211042,食品科學系,學士班(日間),1,1
106,公立,一般大學,12,國立臺灣海洋大學,7211042,食品科學系,碩士班(日間),0,1
106,公立,一般大學,12,國立臺灣海洋大學,7211042,食品科學系,博士班,2,1
106,公立,一般大學,12,國立臺灣海洋大學,8311045,環境生物與漁業科學學系,學士班(日間),3,5
106,公立,一般大學,12,國立臺灣海洋大學,8311045,環境生物與漁業科學學系,碩士班(日間),0,1
106,公立,一般大學,12,國立臺灣海洋大學,8312046,水產養殖學系,學士班(日間),10,3
106,公立,一般大學,12,國立臺灣海洋大學,8312046,水產養殖學系,碩士班(日間),8,5
106,公立,一般大學,12,國立臺灣海洋大學,8312046,水產養殖學系,博士班,4,4
106,公立,一般大學,12,國立臺灣海洋大學,10411050,運輸科學系,學士班(日間),1,0
106,公立,一般大學,12,國立臺灣海洋大學,10411050,運輸科學系,碩士班(日間),1,1
106,公立,一般大學,12,國立臺灣海洋大學,10412048,航運管理學系,學士班(日間),9,3
106,公立,一般大學,12,國立臺灣海洋大學,10412048,航運管理學系,碩士班(日間),3,4
106,公立,一般大學,12,國立臺灣海洋大學,10412048,航運管理學系,博士班,1,1
106,公立,一般大學,12,國立臺灣海洋大學,10414052,商船學系,學士班(日間),1,1
106,公立,一般大學,13,國立中正大學,1111001,教育學研究所,碩士班(日間),1,0
106,公立,一般大學,13,國立中正大學,1111001,教育學研究所,博士班,2,1
106,公立,一般大學,13,國立中正大學,1112005,成人及繼續教育學系,碩士班(日間),1,1
106,公立,一般大學,13,國立中正大學,1114007,教育領導與管理發展國際博士學位學程,博士班,1,1
106,公立,一般大學,13,國立中正大學,1114007,教育領導與管理發展國際碩士學位學程,碩士班(日間),11,6
106,公立,一般大學,13,國立中正大學,2221015,歷史學系,博士班,1,0
106,公立,一般大學,13,國立中正大學,2231016,哲學系,學士班(日間),0,1
106,公立,一般大學,13,國立中正大學,2231016,哲學系,碩士班(日間),2,0
106,公立,一般大學,13,國立中正大學,2311012,外國語文學系,學士班(日間),0,3
106,公立,一般大學,13,國立中正大學,2311012,外國語文學系,碩士班(日間),2,4
106,公立,一般大學,13,國立中正大學,2322011,中國文學系,碩士班(日間),0,2
106,公立,一般大學,13,國立中正大學,2322011,中國文學系,博士班,1,0
106,公立,一般大學,13,國立中正大學,2399014,語言學研究所,碩士班(日間),1,4
106,公立,一般大學,13,國立中正大學,2399014,語言學研究所,博士班,2,0
106,公立,一般大學,13,國立中正大學,3111017,經濟學系,學士班(日間),1,1
106,公立,一般大學,13,國立中正大學,3111017,經濟學系國際經濟學博士班,博士班,1,2
106,公立,一般大學,13,國立中正大學,3131019,心理學系,學士班(日間),1,1
106,公立,一般大學,13,國立中正大學,3199022,認知科學博士學位學程,博士班,2,3
106,公立,一般大學,13,國立中正大學,3199026,犯罪防治學系,學士班(日間),0,1
106,公立,一般大學,13,國立中正大學,3211028,傳播學系,學士班(日間),1,4
106,公立,一般大學,13,國立中正大學,4111032,會計與資訊科技學系,學士班(日間),0,2
106,公立,一般大學,13,國立中正大學,4111032,會計與資訊科技學系,博士班,0,1
106,公立,一般大學,13,國立中正大學,4121034,財務金融學系,學士班(日間),0,1
106,公立,一般大學,13,國立中正大學,4121034,財務金融學系,碩士班(日間),0,1
106,公立,一般大學,13,國立中正大學,4121034,財務金融學系,博士班,2,0
106,公立,一般大學,13,國立中正大學,4121035,國際財務金融管理碩士學位學程,碩士班(日間),7,8
106,公立,一般大學,13,國立中正大學,4131033,企業管理學系,學士班(日間),2,5
106,公立,一般大學,13,國立中正大學,4131033,企業管理學系,碩士班(日間),0,3
106,公立,一般大學,13,國立中正大學,4131033,企業管理學系,博士班,0,1
106,公立,一般大學,13,國立中正大學,4211039,法律學系,學士班(日間),0,3
106,公立,一般大學,13,國立中正大學,4211039,法律學系,碩士班(日間),0,1
106,公立,一般大學,13,國立中正大學,4211039,法律學系,博士班,0,1
106,公立,一般大學,13,國立中正大學,4212040,財經法律學系,碩士班(日間),0,1
106,公立,一般大學,13,國立中正大學,5121075,生物醫學科學系,學士班(日間),1,0
106,公立,一般大學,13,國立中正大學,5121075,生物醫學科學系,碩士班(日間),0,1
106,公立,一般大學,13,國立中正大學,5121075,生物醫學科學系分子生物博士班,博士班,0,1
106,公立,一般大學,13,國立中正大學,5311045,化學暨生物化學系,碩士班(日間),0,1
106,公立,一般大學,13,國立中正大學,5311045,化學暨生物化學系,博士班,4,1
106,公立,一般大學,13,國立中正大學,5321047,地球與環境科學系,碩士班(日間),0,1
106,公立,一般大學,13,國立中正大學,5331067,物理學系,碩士班(日間),0,1
106,公立,一般大學,13,國立中正大學,5331067,物理學系,博士班,3,0
106,公立,一般大學,13,國立中正大學,5411049,數學系,碩士班(日間),1,2
106,公立,一般大學,13,國立中正大學,6131055,資訊工程學系,碩士班(日間),3,1
106,公立,一般大學,13,國立中正大學,6131055,資訊工程學系,博士班,2,0
106,公立,一般大學,13,國立中正大學,7111061,化學工程學系,碩士班(日間),0,3
106,公立,一般大學,13,國立中正大學,7141054,電機工程學系,碩士班(日間),7,1
106,公立,一般大學,13,國立中正大學,7141054,電機工程學系,博士班,6,1
106,公立,一般大學,13,國立中正大學,7141056,通訊工程學系,博士班,1,0
106,公立,一般大學,13,國立中正大學,7151058,機械工程學系,學士班(日間),1,0
106,公立,一般大學,13,國立中正大學,7151058,機械工程學系,碩士班(日間),5,0
106,公立,一般大學,13,國立中正大學,7151058,機械工程學系,博士班,2,0
