學校代碼,學校名稱,日間∕進修別,教師學歷,教授男,教授女,副教授男,副教授女,助理教授男,助理教授女,講師男,講師女,專業技術人員及教師男,專業技術人員及教師女,專案教學人員男*,專案教學人員女*,教官、護理教師及護理實習臨床指導男,教官、護理教師及護理實習臨床指導女,助教男,助教女,縣市名稱
1038,萬能科技大學,日,專科,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,03 桃園市
1038,萬能科技大學,修,博士,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,03 桃園市
1038,萬能科技大學,修,碩士,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,03 桃園市
1039,玄奘大學,日,博士,5,1,16,6,26,23,1,0,0,0,14,9,0,0,0,0,18 新竹市
1039,玄奘大學,日,碩士,1,0,1,2,5,3,9,9,10,4,3,3,0,0,0,0,18 新竹市
1039,玄奘大學,日,學士,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 新竹市
1039,玄奘大學,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18 新竹市
1039,玄奘大學,日,其他,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,18 新竹市
1040,建國科技大學,日,博士,16,2,73,20,42,22,0,1,0,0,0,0,0,0,0,0,07 彰化縣
1040,建國科技大學,日,碩士,2,0,7,1,11,8,28,19,5,5,0,0,3,2,0,0,07 彰化縣
1040,建國科技大學,日,學士,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,07 彰化縣
1040,建國科技大學,修,博士,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,07 彰化縣
1040,建國科技大學,修,碩士,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,07 彰化縣
1041,明志科技大學,日,博士,27,4,57,7,47,11,0,0,0,0,0,0,0,0,0,0,01 新北市
1041,明志科技大學,日,碩士,1,0,3,0,4,1,15,4,1,0,0,0,2,1,0,0,01 新北市
1041,明志科技大學,日,學士,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,01 新北市
1041,明志科技大學,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01 新北市
1041,明志科技大學,修,博士,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,01 新北市
1041,明志科技大學,修,碩士,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,01 新北市
1042,高苑科技大學,日,博士,21,1,71,15,47,10,0,0,0,0,0,0,0,0,0,0,12 高雄市
1042,高苑科技大學,日,碩士,2,0,11,3,16,4,22,18,0,0,0,0,3,0,0,0,12 高雄市
1042,高苑科技大學,日,學士,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,12 高雄市
1042,高苑科技大學,修,博士,2,0,6,0,5,1,0,0,0,0,0,0,0,0,0,0,12 高雄市
1042,高苑科技大學,修,碩士,1,0,0,0,2,1,0,2,0,0,0,0,1,1,0,0,12 高雄市
1043,大仁科技大學,日,博士,19,4,53,29,17,16,0,0,0,0,0,0,0,0,0,0,13 屏東縣
1043,大仁科技大學,日,碩士,1,0,14,3,10,9,26,31,8,2,0,0,0,0,0,0,13 屏東縣
1043,大仁科技大學,日,學士,1,0,3,1,1,0,0,0,3,1,0,0,0,0,0,0,13 屏東縣
1043,大仁科技大學,日,專科,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13 屏東縣
1043,大仁科技大學,修,博士,2,0,2,0,3,4,0,0,0,0,0,0,0,0,0,0,13 屏東縣
1043,大仁科技大學,修,碩士,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13 屏東縣
1044,聖約翰科技大學,日,博士,20,0,59,10,25,17,1,0,0,0,0,0,0,0,0,0,01 新北市
1044,聖約翰科技大學,日,碩士,0,0,5,0,9,1,19,13,7,1,0,0,1,0,0,0,01 新北市
1044,聖約翰科技大學,日,學士,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,01 新北市
1044,聖約翰科技大學,修,博士,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市
1044,聖約翰科技大學,修,碩士,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,01 新北市
1045,嶺東科技大學,日,博士,12,3,49,43,32,18,2,1,1,0,0,0,0,0,0,0,19 臺中市
1045,嶺東科技大學,日,碩士,1,0,8,4,15,12,19,17,5,5,0,0,2,2,0,0,19 臺中市
1045,嶺東科技大學,日,學士,0,0,0,1,0,0,0,0,3,1,0,0,1,1,0,0,19 臺中市
1045,嶺東科技大學,日,專科,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,19 臺中市
1045,嶺東科技大學,日,其他,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19 臺中市
1045,嶺東科技大學,修,博士,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19 臺中市
1045,嶺東科技大學,修,碩士,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,19 臺中市
1046,中國科技大學,日,博士,10,0,37,20,59,27,1,0,1,0,0,0,0,0,0,0,30 臺北市
1046,中國科技大學,日,碩士,2,1,8,3,15,3,52,37,13,4,0,0,1,3,0,0,30 臺北市
1046,中國科技大學,日,學士,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,30 臺北市
1046,中國科技大學,修,博士,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,30 臺北市
1046,中國科技大學,修,碩士,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30 臺北市
1046,中國科技大學,修,學士,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,30 臺北市
1047,中臺科技大學,日,博士,14,12,47,36,34,40,0,2,0,0,0,0,0,0,0,0,19 臺中市
1047,中臺科技大學,日,碩士,2,1,6,2,6,4,15,22,1,0,0,0,2,1,0,0,19 臺中市
1047,中臺科技大學,日,學士,0,0,1,1,0,1,1,0,0,0,0,0,2,0,0,0,19 臺中市
1047,中臺科技大學,日,其他,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19 臺中市
1047,中臺科技大學,修,博士,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,19 臺中市
1047,中臺科技大學,修,碩士,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,19 臺中市
1048,亞洲大學,日,博士,53,20,79,36,44,47,1,0,7,1,10,13,0,0,0,0,06 臺中市
1048,亞洲大學,日,碩士,6,0,6,4,4,8,8,4,6,2,15,13,1,2,0,0,06 臺中市
1048,亞洲大學,日,學士,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,06 臺中市
1049,開南大學,日,博士,18,8,64,24,70,53,0,0,0,0,3,2,0,0,0,0,03 桃園市
1049,開南大學,日,碩士,1,0,5,0,2,0,1,3,2,0,3,4,0,0,0,0,03 桃園市
1049,開南大學,日,學士,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,03 桃園市
1049,開南大學,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,03 桃園市
1049,開南大學,日,其他,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,03 桃園市
1049,開南大學,修,博士,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,03 桃園市
1050,佛光大學,日,博士,17,3,44,21,32,26,0,0,1,0,1,2,0,0,0,0,02 宜蘭縣
1050,佛光大學,日,碩士,3,0,2,1,3,0,1,1,7,0,1,4,0,1,0,0,02 宜蘭縣
1050,佛光大學,日,學士,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,02 宜蘭縣
1050,佛光大學,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,02 宜蘭縣
1051,台南應用科技大學,日,博士,10,5,24,31,28,28,0,1,1,0,0,0,0,0,0,0,11 臺南市
1051,台南應用科技大學,日,碩士,6,3,13,21,18,28,22,42,10,8,0,0,1,1,0,0,11 臺南市
1051,台南應用科技大學,日,學士,0,0,4,0,1,3,1,6,3,0,0,0,1,0,0,0,11 臺南市
1051,台南應用科技大學,日,專科,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,11 臺南市
1051,台南應用科技大學,日,其他,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11 臺南市
1051,台南應用科技大學,修,博士,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11 臺南市
1051,台南應用科技大學,修,學士,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11 臺南市
1052,遠東科技大學,日,博士,25,0,44,12,35,12,0,0,0,0,0,0,0,0,0,0,11 臺南市
1052,遠東科技大學,日,碩士,0,0,8,4,28,5,13,11,5,6,0,0,0,2,0,0,11 臺南市
1052,遠東科技大學,日,學士,0,0,1,0,5,0,1,2,3,0,0,0,0,1,0,0,11 臺南市
1052,遠東科技大學,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11 臺南市
1052,遠東科技大學,日,其他,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11 臺南市
1052,遠東科技大學,修,博士,4,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,11 臺南市
1052,遠東科技大學,修,碩士,0,0,1,0,0,0,4,1,0,1,0,0,1,0,0,0,11 臺南市
1053,元培醫事科技大學,日,博士,16,5,30,20,40,36,2,1,0,0,0,0,0,0,0,0,18 新竹市
1053,元培醫事科技大學,日,碩士,0,0,3,2,5,1,19,19,2,0,0,0,2,1,0,1,18 新竹市
1053,元培醫事科技大學,日,學士,0,0,2,0,0,1,0,1,1,0,0,0,1,2,0,0,18 新竹市
1053,元培醫事科技大學,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18 新竹市
1053,元培醫事科技大學,修,博士,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18 新竹市
1053,元培醫事科技大學,修,碩士,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18 新竹市
1054,景文科技大學,日,博士,8,1,35,27,29,17,0,3,1,0,0,0,0,0,0,0,01 新北市
1054,景文科技大學,日,碩士,1,0,8,7,8,6,25,31,3,1,0,0,3,2,0,0,01 新北市
1054,景文科技大學,日,學士,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,01 新北市
1054,景文科技大學,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01 新北市
1054,景文科技大學,日,其他,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,01 新北市
1054,景文科技大學,修,博士,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,01 新北市
1054,景文科技大學,修,碩士,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,01 新北市
1055,中華醫事科技大學,日,博士,16,3,30,45,20,28,0,0,0,0,0,0,1,0,0,0,11 臺南市
1055,中華醫事科技大學,日,碩士,3,0,6,4,20,16,12,24,3,1,0,0,2,0,0,0,11 臺南市
1055,中華醫事科技大學,日,學士,1,0,0,1,1,2,0,2,0,0,0,0,1,1,0,0,11 臺南市
1055,中華醫事科技大學,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11 臺南市
1055,中華醫事科技大學,修,博士,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,11 臺南市
1055,中華醫事科技大學,修,碩士,0,0,0,0,1,0,1,12,0,0,0,0,0,9,0,0,11 臺南市
1055,中華醫事科技大學,修,學士,0,0,2,0,0,0,0,1,0,0,0,0,0,21,0,0,11 臺南市
1056,東南科技大學,日,博士,12,0,58,13,33,16,1,0,1,0,0,0,0,0,0,0,01 新北市
1056,東南科技大學,日,碩士,2,0,5,2,3,6,25,17,12,4,0,0,1,1,0,0,01 新北市
1056,東南科技大學,日,學士,1,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,01 新北市
1056,東南科技大學,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01 新北市
1056,東南科技大學,日,其他,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,01 新北市
1056,東南科技大學,修,博士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市
1056,東南科技大學,修,碩士,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,01 新北市
1057,德明財經科技大學,日,博士,7,3,44,25,27,28,2,1,2,0,0,0,0,0,0,0,30 臺北市
1057,德明財經科技大學,日,碩士,1,0,6,7,13,11,14,37,4,3,0,0,0,0,0,0,30 臺北市
1057,德明財經科技大學,日,學士,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市
1057,德明財經科技大學,修,博士,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市
1057,德明財經科技大學,修,碩士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市
1058,明道大學,日,博士,8,2,19,6,35,24,0,0,0,0,9,5,0,0,0,0,07 彰化縣
1058,明道大學,日,碩士,1,1,0,0,2,2,3,1,5,3,3,3,3,1,0,0,07 彰化縣
1058,明道大學,日,學士,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,07 彰化縣
1058,明道大學,日,其他,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,07 彰化縣
1058,明道大學,修,博士,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,07 彰化縣
1060,南開科技大學,日,博士,24,1,43,15,26,8,0,0,0,0,0,0,0,0,0,0,08 南投縣
1060,南開科技大學,日,碩士,4,0,10,1,13,7,20,5,6,0,0,0,2,0,0,0,08 南投縣
1060,南開科技大學,日,學士,0,0,2,0,0,1,3,0,3,0,0,0,2,1,0,0,08 南投縣
1060,南開科技大學,修,博士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 南投縣
1061,中華科技大學,日,博士,14,0,55,10,52,21,4,3,2,0,0,0,0,0,0,0,30 臺北市
1061,中華科技大學,日,碩士,0,0,3,0,5,5,43,14,4,1,0,0,0,0,0,0,30 臺北市
1061,中華科技大學,日,學士,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,30 臺北市
1061,中華科技大學,日,其他,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,30 臺北市
1061,中華科技大學,修,博士,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市
1061,中華科技大學,修,碩士,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,30 臺北市
1062,僑光科技大學,日,博士,7,2,42,21,35,16,0,1,2,0,0,0,0,0,0,0,19 臺中市
1062,僑光科技大學,日,碩士,0,0,7,4,5,4,21,28,9,2,0,0,2,4,0,0,19 臺中市
1062,僑光科技大學,日,學士,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,19 臺中市
1062,僑光科技大學,日,專科,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19 臺中市
1062,僑光科技大學,修,博士,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,19 臺中市
1062,僑光科技大學,修,碩士,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,19 臺中市
1063,育達科技大學,日,博士,6,1,12,13,22,22,0,0,0,2,0,0,0,0,0,0,05 苗栗縣
1063,育達科技大學,日,碩士,0,0,2,1,5,3,13,14,0,2,0,0,0,0,0,0,05 苗栗縣
1063,育達科技大學,日,學士,0,0,1,0,0,0,0,0,2,0,0,0,1,2,0,0,05 苗栗縣
1063,育達科技大學,日,專科,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,05 苗栗縣
1063,育達科技大學,日,其他,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,05 苗栗縣
1063,育達科技大學,修,博士,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,05 苗栗縣
1063,育達科技大學,修,碩士,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,05 苗栗縣
1064,美和科技大學,日,博士,6,0,25,15,29,37,0,0,1,0,0,0,0,0,0,0,13 屏東縣
1064,美和科技大學,日,碩士,1,0,8,3,4,9,11,26,2,4,0,0,3,1,0,0,13 屏東縣
1064,美和科技大學,日,學士,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,13 屏東縣
1064,美和科技大學,日,專科,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13 屏東縣
1064,美和科技大學,日,其他,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13 屏東縣
1064,美和科技大學,修,博士,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13 屏東縣
1064,美和科技大學,修,碩士,0,0,0,0,0,0,0,1,0,0,0,0,0,44,0,0,13 屏東縣
1065,吳鳳科技大學,日,博士,5,0,46,5,25,16,0,0,0,0,0,0,0,0,0,0,10 嘉義縣
1065,吳鳳科技大學,日,碩士,0,0,6,0,5,2,17,20,2,3,0,0,0,0,0,0,10 嘉義縣
1065,吳鳳科技大學,日,學士,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,10 嘉義縣
1065,吳鳳科技大學,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10 嘉義縣
1065,吳鳳科技大學,修,博士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 嘉義縣
1065,吳鳳科技大學,修,碩士,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10 嘉義縣
1066,環球科技大學,日,博士,6,1,19,6,32,20,0,1,0,0,0,0,0,0,0,0,09 雲林縣
1066,環球科技大學,日,碩士,1,0,3,2,13,10,18,14,9,2,0,0,2,1,0,0,09 雲林縣
1066,環球科技大學,日,學士,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,09 雲林縣
1066,環球科技大學,日,專科,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,09 雲林縣
1066,環球科技大學,日,其他,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,09 雲林縣
1066,環球科技大學,修,博士,1,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,09 雲林縣
1066,環球科技大學,修,碩士,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,09 雲林縣
1067,台灣首府大學,日,博士,3,1,19,0,44,20,0,0,1,0,4,2,0,0,0,0,11 臺南市
1067,台灣首府大學,日,碩士,0,0,1,0,3,1,2,4,2,1,2,2,2,1,0,0,11 臺南市
1067,台灣首府大學,日,學士,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,11 臺南市
1067,台灣首府大學,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11 臺南市
1067,台灣首府大學,日,其他,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11 臺南市
1068,中州科技大學,日,博士,7,0,30,7,32,13,2,2,0,1,0,0,0,0,0,0,07 彰化縣
1068,中州科技大學,日,碩士,1,0,1,2,0,4,5,10,5,0,0,0,0,0,0,0,07 彰化縣
1068,中州科技大學,日,學士,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,07 彰化縣
1068,中州科技大學,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,07 彰化縣
1068,中州科技大學,修,博士,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,07 彰化縣
1068,中州科技大學,修,碩士,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,07 彰化縣
1069,修平科技大學,日,博士,20,0,52,6,44,19,1,0,0,1,0,0,0,0,0,0,06 臺中市
1069,修平科技大學,日,碩士,2,0,3,5,12,2,22,11,2,1,0,0,1,1,0,0,06 臺中市
1069,修平科技大學,日,學士,1,0,1,0,1,0,2,2,0,0,0,0,1,2,0,0,06 臺中市
1069,修平科技大學,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,06 臺中市
1069,修平科技大學,修,博士,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,06 臺中市
1069,修平科技大學,修,碩士,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,06 臺中市
1070,長庚科技大學,日,博士,9,9,19,49,11,56,0,8,0,0,0,0,0,0,0,0,03 桃園市
1070,長庚科技大學,日,碩士,0,0,1,1,5,10,11,65,0,1,0,0,2,1,0,0,03 桃園市
1070,長庚科技大學,日,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,03 桃園市
1070,長庚科技大學,修,博士,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,03 桃園市
1070,長庚科技大學,修,碩士,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,12,03 桃園市
1070,長庚科技大學,修,學士,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,5,03 桃園市
1071,臺北城市科技大學,日,博士,8,0,61,19,33,13,0,1,0,1,0,0,0,0,0,0,30 臺北市
1071,臺北城市科技大學,日,碩士,1,0,7,2,8,0,30,34,4,4,0,0,4,2,0,0,30 臺北市
1071,臺北城市科技大學,日,學士,0,0,0,0,0,0,0,1,3,3,0,0,1,1,0,0,30 臺北市
1071,臺北城市科技大學,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30 臺北市
1071,臺北城市科技大學,日,其他,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30 臺北市
1071,臺北城市科技大學,修,博士,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市
1071,臺北城市科技大學,修,碩士,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,30 臺北市
1072,大華科技大學,日,博士,7,0,21,15,9,6,0,0,0,0,0,0,0,0,0,0,04 新竹縣
1072,大華科技大學,日,碩士,0,1,4,3,4,4,22,10,2,0,0,0,1,0,0,0,04 新竹縣
1072,大華科技大學,日,學士,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,04 新竹縣
1072,大華科技大學,日,專科,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04 新竹縣
1072,大華科技大學,日,其他,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,04 新竹縣
1072,大華科技大學,修,博士,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,04 新竹縣
1072,大華科技大學,修,碩士,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,04 新竹縣
1073,醒吾科技大學,日,博士,10,2,28,26,35,16,0,1,2,0,0,0,0,0,0,0,01 新北市
1073,醒吾科技大學,日,碩士,4,0,3,8,3,4,21,51,11,6,0,0,0,0,0,0,01 新北市
1073,醒吾科技大學,日,學士,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,01 新北市
1073,醒吾科技大學,日,專科,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01 新北市
1073,醒吾科技大學,修,博士,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,01 新北市
1073,醒吾科技大學,修,碩士,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,01 新北市
1073,醒吾科技大學,修,學士,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,01 新北市
1074,南榮科技大學,日,博士,5,0,24,10,16,6,0,0,0,0,0,0,0,0,0,0,11 臺南市
1074,南榮科技大學,日,碩士,0,0,1,0,3,2,20,15,0,1,0,0,1,0,0,0,11 臺南市
1074,南榮科技大學,日,學士,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,11 臺南市
1074,南榮科技大學,修,博士,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11 臺南市
1075,文藻外語大學,日,博士,12,4,28,37,43,61,0,4,1,0,0,0,0,0,0,0,50 高雄市
1075,文藻外語大學,日,碩士,1,1,4,5,2,3,12,36,3,4,0,0,1,1,0,0,50 高雄市
1075,文藻外語大學,日,學士,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,50 高雄市
1075,文藻外語大學,修,博士,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,50 高雄市
1075,文藻外語大學,修,學士,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50 高雄市
1076,華夏科技大學,日,博士,13,0,40,7,22,11,2,1,2,0,0,0,0,0,0,0,01 新北市
1076,華夏科技大學,日,碩士,0,0,4,0,7,0,25,16,0,3,0,0,0,1,0,0,01 新北市
1076,華夏科技大學,日,學士,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,01 新北市
1076,華夏科技大學,日,專科,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,01 新北市
1076,華夏科技大學,日,其他,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01 新北市
1076,華夏科技大學,修,博士,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,01 新北市
1076,華夏科技大學,修,碩士,0,0,1,0,0,0,2,1,0,0,0,0,0,2,0,0,01 新北市
1077,慈濟科技大學,日,博士,5,0,13,18,18,29,3,0,0,0,0,0,0,0,0,0,15 花蓮縣
1077,慈濟科技大學,日,碩士,0,0,2,3,1,7,3,36,0,0,0,0,0,3,0,0,15 花蓮縣
1077,慈濟科技大學,日,學士,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,15 花蓮縣
1078,致理科技大學,日,博士,8,4,41,42,43,42,0,0,2,0,0,0,0,0,0,0,01 新北市
1078,致理科技大學,日,碩士,0,0,4,8,3,7,16,24,5,2,0,0,2,3,0,0,01 新北市
1078,致理科技大學,日,學士,1,0,0,1,0,0,1,2,2,1,0,0,0,0,0,0,01 新北市
1078,致理科技大學,修,博士,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,01 新北市
1078,致理科技大學,修,碩士,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,01 新北市
1079,康寧大學,日,博士,8,3,10,7,20,25,2,0,1,1,0,1,0,0,0,0,30 臺北市
1079,康寧大學,日,碩士,0,0,1,1,4,2,26,29,5,3,0,9,4,2,0,0,30 臺北市
1079,康寧大學,日,學士,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,30 臺北市
1079,康寧大學,日,其他,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30 臺北市
1079,康寧大學,修,博士,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30 臺北市
1079,康寧大學,修,碩士,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30 臺北市
1125,中信金融管理學院,日,博士,2,1,1,2,1,1,0,0,1,0,7,2,0,0,0,0,21 臺南市
1125,中信金融管理學院,日,碩士,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,21 臺南市
1125,中信金融管理學院,日,學士,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,21 臺南市
1125,中信金融管理學院,修,博士,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21 臺南市
1148,大漢技術學院,日,博士,1,0,9,5,7,2,0,0,0,0,0,0,0,0,0,0,15 花蓮縣
1148,大漢技術學院,日,碩士,0,0,1,0,4,0,3,6,0,1,0,0,0,0,0,0,15 花蓮縣
1148,大漢技術學院,日,學士,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15 花蓮縣
1148,大漢技術學院,修,博士,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15 花蓮縣
1148,大漢技術學院,修,碩士,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,15 花蓮縣
1148,大漢技術學院,修,學士,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15 花蓮縣
1159,和春技術學院,日,博士,1,0,13,2,21,5,0,0,3,1,0,0,0,0,0,0,12 高雄市
1159,和春技術學院,日,碩士,0,0,1,0,0,0,6,4,10,7,0,0,1,1,0,0,12 高雄市
1159,和春技術學院,日,學士,0,0,0,1,0,0,0,0,6,9,0,0,0,0,0,0,12 高雄市
1159,和春技術學院,日,專科,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12 高雄市
1159,和春技術學院,日,其他,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,12 高雄市
