學年度,學期（上學期為1；下學期為2）,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別,修讀雙主修人次男,修讀雙主修人次女
106,1,公立,一般大學,36,國立臺南大學,6134024,數位學習科技學系,學士班(日間),1,0
106,1,公立,一般大學,37,國立臺北教育大學,1113003,特殊教育學系,學士班(日間),1,1
106,1,公立,一般大學,37,國立臺北教育大學,1114044,教育經營與管理學系,學士班(日間),1,1
106,1,公立,一般大學,37,國立臺北教育大學,1121035,幼兒與家庭教育學系,學士班(日間),0,7
106,1,公立,一般大學,37,國立臺北教育大學,1131001,教育學系,學士班(日間),2,2
106,1,公立,一般大學,37,國立臺北教育大學,1131038,數學暨資訊教育學系,學士班(日間),1,2
106,1,公立,一般大學,37,國立臺北教育大學,1131040,自然科學教育學系,學士班(日間),0,3
106,1,公立,一般大學,37,國立臺北教育大學,1141002,體育學系,學士班(日間),0,1
106,1,公立,一般大學,37,國立臺北教育大學,2121014,藝術與造形設計學系,學士班(日間),0,3
106,1,公立,一般大學,37,國立臺北教育大學,2121028,文化創意產業經營學系,學士班(日間),2,2
106,1,公立,一般大學,37,國立臺北教育大學,2122011,數位科技設計學系,學士班(日間),0,1
106,1,公立,一般大學,37,國立臺北教育大學,2311023,兒童英語教育學系,學士班(日間),1,2
106,1,公立,一般大學,37,國立臺北教育大學,2399018,語文與創作學系,學士班(日間),0,7
106,1,公立,一般大學,37,國立臺北教育大學,3143005,社會與區域發展學系,學士班(日間),0,3
106,1,公立,一般大學,39,國立臺中教育大學,1113022,特殊教育學系,學士班(日間),0,2
106,1,公立,一般大學,39,國立臺中教育大學,1121021,幼兒教育學系,學士班(日間),0,6
106,1,公立,一般大學,39,國立臺中教育大學,1131011,數學教育學系,學士班(日間),1,0
106,1,公立,一般大學,39,國立臺中教育大學,2151030,音樂學系,學士班(日間),1,3
106,1,公立,一般大學,39,國立臺中教育大學,2311032,英語學系,學士班(日間),0,3
106,1,公立,一般大學,39,國立臺中教育大學,2321031,臺灣語文學系,學士班(日間),0,6
106,1,公立,一般大學,39,國立臺中教育大學,3199037,區域與社會發展學系,學士班(日間),3,0
106,1,公立,一般大學,39,國立臺中教育大學,6131042,資訊工程學系,學士班(日間),2,0
106,1,公立,技專校院,43,國立勤益科技大學,4131002,企業管理系,學士班(日間),0,1
106,1,公立,技專校院,43,國立勤益科技大學,4132003,流通管理系,學士班(日間),0,2
106,1,公立,技專校院,43,國立勤益科技大學,6131010,資訊管理系,學士班(日間),1,1
106,1,公立,技專校院,46,國立臺北護理健康大學,4133004,健康事業管理系,學士班(進修),0,1
106,1,公立,技專校院,46,國立臺北護理健康大學,6131006,資訊管理系,學士班(日間),0,1
106,1,公立,技專校院,46,國立臺北護理健康大學,9211013,長期照護系,學士班(日間),0,3
106,1,公立,技專校院,46,國立臺北護理健康大學,10142017,運動保健系,學士班(日間),1,2
106,1,公立,一般大學,48,國立金門大學,2323001,華語文學系,學士班(日間),1,0
106,1,公立,一般大學,48,國立金門大學,9191032,長期照護學系,學士班(日間),0,4
106,1,公立,一般大學,49,國立臺灣體育運動大學,10142006,運動健康科學學系,學士班(日間),0,1
106,1,公立,技專校院,50,國立臺中科技大學,2123006,商業設計系,學士班(日間),0,1
106,1,公立,技專校院,50,國立臺中科技大學,2311003,應用英語系,學士班(日間),0,1
106,1,公立,技專校院,50,國立臺中科技大學,2322001,應用中文系,學士班(日間),0,2
106,1,公立,技專校院,50,國立臺中科技大學,4123027,保險金融管理系,學士班(日間),0,1
106,1,公立,技專校院,50,國立臺中科技大學,4131015,企業管理系_經營管理專班,學士班(日間),1,0
106,1,公立,技專校院,50,國立臺中科技大學,5421032,應用統計系,學士班(日間),0,1
106,1,公立,技專校院,50,國立臺中科技大學,9131037,護理系,學士班(日間),1,0
106,1,公立,技專校院,51,國立臺北商業大學,2112007,數位多媒體設計系,學士班(日間),2,0
106,1,公立,技專校院,51,國立臺北商業大學,2311006,應用外語系,學士班(日間),0,1
106,1,公立,技專校院,51,國立臺北商業大學,2311006,應用外語科,五專,0,1
106,1,公立,技專校院,51,國立臺北商業大學,4121013,財務金融系,學士班(日間),0,1
106,1,公立,技專校院,51,國立臺北商業大學,4131010,企業管理系,學士班(日間),1,3
106,1,公立,技專校院,51,國立臺北商業大學,4141012,國際商務系,學士班(日間),1,3
106,1,公立,技專校院,51,國立臺北商業大學,4199015,商業設計管理系,學士班(日間),1,1
106,1,公立,技專校院,51,國立臺北商業大學,6131017,資訊管理系,學士班(日間),1,0
106,1,公立,一般大學,52,國立屏東大學,2111025,視覺藝術學系,學士班(日間),1,0
106,1,公立,一般大學,52,國立屏東大學,2299033,文化創意產業學系,學士班(日間),0,1
106,1,公立,一般大學,52,國立屏東大學,2322027,中國語文學系,學士班(日間),0,3
106,1,公立,一般大學,52,國立屏東大學,4111038,會計學系,學士班(日間),0,2
106,1,公立,一般大學,52,國立屏東大學,4121045,財務金融學系,學士班(日間),0,1
106,1,公立,一般大學,52,國立屏東大學,4132046,行銷與流通管理學系,學士班(日間),1,2
106,1,公立,一般大學,52,國立屏東大學,4141044,國際貿易學系,學士班(日間),1,0
106,1,公立,一般大學,52,國立屏東大學,4199047,不動產經營學系,學士班(日間),1,0
106,1,公立,一般大學,52,國立屏東大學,6131057,資訊管理學系,學士班(日間),1,0
106,1,私立,一般大學,1001,東海大學,2131002,美術學系,學士班(日間),1,3
106,1,私立,一般大學,1001,東海大學,2221009,歷史學系,學士班(日間),8,8
106,1,私立,一般大學,1001,東海大學,2231010,哲學系,學士班(日間),17,13
106,1,私立,一般大學,1001,東海大學,2311005,外國語文學系,學士班(日間),2,7
106,1,私立,一般大學,1001,東海大學,2311007,日本語言文化學系,學士班(日間),2,5
106,1,私立,一般大學,1001,東海大學,2322004,中國文學系,學士班(日間),4,21
106,1,私立,一般大學,1001,東海大學,3111012,經濟學系,學士班(日間),8,25
106,1,私立,一般大學,1001,東海大學,3121013,政治學系,學士班(日間),7,33
106,1,私立,一般大學,1001,東海大學,3141014,社會學系,學士班(日間),12,18
106,1,私立,一般大學,1001,東海大學,4111018,會計學系,學士班(日間),1,10
106,1,私立,一般大學,1001,東海大學,4121024,財務金融學系,學士班(日間),2,10
106,1,私立,一般大學,1001,東海大學,4131019,企業管理學系,學士班(日間),1,10
106,1,私立,一般大學,1001,東海大學,4131021,國際學院國際經營管理學位學程,學士班(日間),0,1
106,1,私立,一般大學,1001,東海大學,4134016,行政管理暨政策學系,學士班(日間),4,24
106,1,私立,一般大學,1001,東海大學,4141023,國際經營與貿易學系,學士班(日間),1,6
106,1,私立,一般大學,1001,東海大學,4211027,法律學系,學士班(日間),3,11
106,1,私立,一般大學,1001,東海大學,4211027,法律學系,學士班(進修),0,1
106,1,私立,一般大學,1001,東海大學,5111028,生命科學系,學士班(日間),0,5
106,1,私立,一般大學,1001,東海大學,5311030,化學系,學士班(日間),0,2
106,1,私立,一般大學,1001,東海大學,5331032,應用物理學系,學士班(日間),3,1
106,1,私立,一般大學,1001,東海大學,5411034,應用數學系,學士班(日間),3,3
106,1,私立,一般大學,1001,東海大學,5421035,統計學系,學士班(日間),2,3
106,1,私立,一般大學,1001,東海大學,6131036,資訊管理學系,學士班(日間),0,3
106,1,私立,一般大學,1001,東海大學,7111042,化學工程與材料工程學系,學士班(日間),1,0
106,1,私立,一般大學,1001,東海大學,7121045,環境科學與工程學系,學士班(日間),1,1
106,1,私立,一般大學,1001,東海大學,7141039,資訊工程學系,學士班(日間),6,1
106,1,私立,一般大學,1001,東海大學,7141039,資訊工程學系,學士班(進修),1,0
106,1,私立,一般大學,1001,東海大學,7191044,工業工程與經營資訊學系,學士班(日間),1,0
106,1,私立,一般大學,1001,東海大學,7211052,食品科學系,學士班(日間),1,0
106,1,私立,一般大學,1001,東海大學,8112051,畜產與生物科技學系,學士班(日間),0,1
106,1,私立,一般大學,1001,東海大學,9231053,社會工作學系,學士班(日間),3,4
106,1,私立,一般大學,1001,東海大學,10131054,餐旅管理學系,學士班(日間),0,3
106,1,私立,一般大學,1001,東海大學,10152055,運動休閒與健康管理學位學程,學士班(進修),1,3
106,1,私立,一般大學,1002,輔仁大學,1114046,教育領導與科技發展學士學位學程,學士班(日間),3,3
106,1,私立,一般大學,1002,輔仁大學,2122078,應用美術學系,學士班(日間),0,2
106,1,私立,一般大學,1002,輔仁大學,2122087,藝術與文化創意學士學位學程,學士班(進修),0,2
106,1,私立,一般大學,1002,輔仁大學,2125082,織品服裝學系,學士班(日間),3,13
106,1,私立,一般大學,1002,輔仁大學,2151034,音樂學系,學士班(日間),0,6
106,1,私立,一般大學,1002,輔仁大學,2211006,天主教研修學士學位學程,學士班(日間),3,6
106,1,私立,一般大學,1002,輔仁大學,2211019,宗教學系,學士班(日間),12,17
106,1,私立,一般大學,1002,輔仁大學,2211019,宗教學系,學士班(進修),2,0
106,1,私立,一般大學,1002,輔仁大學,2221074,歷史學系,學士班(日間),20,19
106,1,私立,一般大學,1002,輔仁大學,2231037,哲學系,學士班(日間),21,23
106,1,私立,一般大學,1002,輔仁大學,2231037,哲學系,學士班(進修),2,1
106,1,私立,一般大學,1002,輔仁大學,2311009,日本語文學系,學士班(日間),5,16
106,1,私立,一般大學,1002,輔仁大學,2311009,日本語文學系,學士班(進修),3,2
106,1,私立,一般大學,1002,輔仁大學,2311016,西班牙語文學系,學士班(日間),2,15
106,1,私立,一般大學,1002,輔仁大學,2311021,法國語文學系,學士班(日間),5,16
106,1,私立,一般大學,1002,輔仁大學,2311033,英國語文學系,學士班(日間),3,9
106,1,私立,一般大學,1002,輔仁大學,2311033,英國語文學系,學士班(進修),1,5
106,1,私立,一般大學,1002,輔仁大學,2311057,義大利語文學系,學士班(日間),1,11
106,1,私立,一般大學,1002,輔仁大學,2311072,德語語文學系,學士班(日間),1,16
106,1,私立,一般大學,1002,輔仁大學,2322003,中國文學系,學士班(日間),7,22
106,1,私立,一般大學,1002,輔仁大學,2322003,中國文學系,學士班(進修),3,4
106,1,私立,一般大學,1002,輔仁大學,3111055,經濟學系,學士班(日間),5,12
106,1,私立,一般大學,1002,輔仁大學,3111055,經濟學系,學士班(進修),2,1
106,1,私立,一般大學,1002,輔仁大學,3131007,心理學系,學士班(日間),2,7
106,1,私立,一般大學,1002,輔仁大學,3131081,臨床心理學系,學士班(日間),3,6
106,1,私立,一般大學,1002,輔仁大學,3141023,社會學系,學士班(日間),6,17
106,1,私立,一般大學,1002,輔仁大學,3211001,大眾傳播學士學位學程,學士班(進修),1,3
106,1,私立,一般大學,1002,輔仁大學,3212053,新聞傳播學系,學士班(日間),2,20
106,1,私立,一般大學,1002,輔仁大學,3213070,影像傳播學系,學士班(日間),2,20
106,1,私立,一般大學,1002,輔仁大學,3222065,圖書資訊學系,學士班(日間),3,7
106,1,私立,一般大學,1002,輔仁大學,3222065,圖書資訊學系,學士班(進修),1,1
106,1,私立,一般大學,1002,輔仁大學,4111054,會計學系,學士班(日間),5,12
106,1,私立,一般大學,1002,輔仁大學,4121027,金融與國際企業學系,學士班(日間),12,12
106,1,私立,一般大學,1002,輔仁大學,4131015,企業管理學系,學士班(日間),8,14
106,1,私立,一般大學,1002,輔仁大學,4131039,商業管理學士學位學程,學士班(進修),2,4
106,1,私立,一般大學,1002,輔仁大學,4143069,廣告傳播學系,學士班(日間),0,3
106,1,私立,一般大學,1002,輔仁大學,4211020,法律學系,學士班(日間),4,9
106,1,私立,一般大學,1002,輔仁大學,4211020,法律學系,學士班(進修),2,0
106,1,私立,一般大學,1002,輔仁大學,4212038,財經法律學系,學士班(日間),4,5
106,1,私立,一般大學,1002,輔仁大學,5111011,生命科學系,學士班(日間),0,4
106,1,私立,一般大學,1002,輔仁大學,5191080,營養科學系,學士班(日間),0,2
106,1,私立,一般大學,1002,輔仁大學,5311005,化學系,學士班(日間),0,1
106,1,私立,一般大學,1002,輔仁大學,5331022,物理學系,學士班(日間),4,1
106,1,私立,一般大學,1002,輔仁大學,5411073,數學系,學士班(日間),7,4
106,1,私立,一般大學,1002,輔仁大學,5421049,統計資訊學系,學士班(日間),4,7
106,1,私立,一般大學,1002,輔仁大學,6131058,資訊工程學系,學士班(日間),1,2
106,1,私立,一般大學,1002,輔仁大學,6131059,資訊管理學系,學士班(日間),5,5
106,1,私立,一般大學,1002,輔仁大學,6132050,軟體工程與數位創意學士學位學程,學士班(進修),1,0
106,1,私立,一般大學,1002,輔仁大學,7141064,電機工程學系,學士班(日間),4,1
106,1,私立,一般大學,1002,輔仁大學,7211035,食品科學系,學士班(日間),2,7
106,1,私立,一般大學,1002,輔仁大學,7312052,景觀設計學系,學士班(日間),1,5
106,1,私立,一般大學,1002,輔仁大學,9131018,呼吸治療學系,學士班(日間),1,2
106,1,私立,一般大學,1002,輔仁大學,9131088,護理學系,學士班(日間),0,3
106,1,私立,一般大學,1002,輔仁大學,9152084,職能治療學系,學士班(日間),0,3
106,1,私立,一般大學,1002,輔仁大學,9191004,公共衛生學系,學士班(日間),1,16
106,1,私立,一般大學,1002,輔仁大學,9221017,兒童與家庭學系,學士班(日間),2,9
106,1,私立,一般大學,1002,輔仁大學,9231024,社會工作學系,學士班(日間),0,13
106,1,私立,一般大學,1002,輔仁大學,10131075,餐旅管理學系,學士班(日間),3,13
106,1,私立,一般大學,1002,輔仁大學,10141089,體育學系,學士班(日間),6,14
106,1,私立,一般大學,1003,東吳大學,2151001,音樂學系,學士班(日間),1,6
106,1,私立,一般大學,1003,東吳大學,2221006,歷史學系,學士班(日間),20,23
106,1,私立,一般大學,1003,東吳大學,2231007,哲學系,學士班(日間),7,28
106,1,私立,一般大學,1003,東吳大學,2311004,英文學系,學士班(日間),16,50
106,1,私立,一般大學,1003,東吳大學,2311004,英文學系,學士班(進修),0,2
106,1,私立,一般大學,1003,東吳大學,2311005,日本語文學系,學士班(日間),13,48
106,1,私立,一般大學,1003,東吳大學,2311005,日本語文學系,學士班(進修),0,1
106,1,私立,一般大學,1003,東吳大學,2311012,德國文化學系,學士班(日間),10,42
106,1,私立,一般大學,1003,東吳大學,2322002,中國文學系,學士班(日間),27,70
106,1,私立,一般大學,1003,東吳大學,2322002,中國文學系,學士班(進修),0,1
106,1,私立,一般大學,1003,東吳大學,3111008,經濟學系,學士班(日間),19,32
106,1,私立,一般大學,1003,東吳大學,3121009,政治學系,學士班(日間),20,29
106,1,私立,一般大學,1003,東吳大學,3131011,心理學系,學士班(日間),2,18
106,1,私立,一般大學,1003,東吳大學,3141010,社會學系,學士班(日間),16,44
106,1,私立,一般大學,1003,東吳大學,4111015,會計學系,學士班(日間),5,6
106,1,私立,一般大學,1003,東吳大學,4121027,財務工程與精算數學系,學士班(日間),14,4
106,1,私立,一般大學,1003,東吳大學,4131016,企業管理學系,學士班(日間),5,22
106,1,私立,一般大學,1003,東吳大學,4141019,國際經營與貿易學系,學士班(日間),3,11
106,1,私立,一般大學,1003,東吳大學,4211021,法律學系,學士班(日間),18,27
106,1,私立,一般大學,1003,東吳大學,5122022,微生物學系,學士班(日間),0,5
106,1,私立,一般大學,1003,東吳大學,5311023,化學系,學士班(日間),2,1
106,1,私立,一般大學,1003,東吳大學,5331024,物理學系,學士班(日間),2,1
106,1,私立,一般大學,1003,東吳大學,5411025,數學系,學士班(日間),7,2
106,1,私立,一般大學,1003,東吳大學,6131028,資訊管理學系,學士班(日間),3,4
106,1,私立,一般大學,1003,東吳大學,6199031,巨量資料管理學院學士學位學程,學士班(日間),1,5
106,1,私立,一般大學,1003,東吳大學,9231030,社會工作學系,學士班(日間),13,40
106,1,私立,一般大學,1004,中原大學,1113002,特殊教育學系,學士班(日間),0,11
106,1,私立,一般大學,1004,中原大學,2112008,商業設計學系,學士班(日間),0,1
106,1,私立,一般大學,1004,中原大學,2122048,設計學院設計學士原住民專班,學士班(日間),0,1
106,1,私立,一般大學,1004,中原大學,2124009,室內設計學系,學士班(日間),0,3
106,1,私立,一般大學,1004,中原大學,2311005,應用外國語文學系,學士班(日間),2,5
106,1,私立,一般大學,1004,中原大學,2323004,應用華語文學系,學士班(日間),1,5
106,1,私立,一般大學,1004,中原大學,3131011,心理學系,學士班(日間),2,6
106,1,私立,一般大學,1004,中原大學,4111013,會計學系,學士班(日間),3,4
106,1,私立,一般大學,1004,中原大學,4121019,財務金融學系,學士班(日間),6,13
106,1,私立,一般大學,1004,中原大學,4131014,企業管理學系,學士班(日間),7,17
106,1,私立,一般大學,1004,中原大學,4141018,國際經營與貿易學系,學士班(日間),1,9
106,1,私立,一般大學,1004,中原大學,4212021,財經法律學系,學士班(日間),1,11
106,1,私立,一般大學,1004,中原大學,5411027,應用數學系,學士班(日間),1,2
106,1,私立,一般大學,1004,中原大學,7111037,化學工程學系,學士班(日間),1,0
106,1,私立,一般大學,1004,中原大學,7141031,資訊工程學系,學士班(日間),1,0
106,1,私立,一般大學,1004,中原大學,7141033,電機資訊學院學士班,學士班(日間),0,1
106,1,私立,一般大學,1004,中原大學,7311046,建築學系,學士班(日間),0,1
106,1,私立,一般大學,1004,中原大學,7321035,土木工程學系,學士班(日間),1,2
106,1,私立,一般大學,1005,淡江大學,1116092,教育科技學系,學士班(日間),1,17
106,1,私立,一般大學,1005,淡江大學,2221078,歷史學系,學士班(日間),17,20
106,1,私立,一般大學,1005,淡江大學,2311081,俄國語文學系,學士班(日間),3,3
106,1,私立,一般大學,1005,淡江大學,2311082,日本語文學系,學士班(日間),10,34
106,1,私立,一般大學,1005,淡江大學,2311084,西班牙語文學系,學士班(日間),5,26
106,1,私立,一般大學,1005,淡江大學,2311085,德國語文學系,學士班(日間),3,16
106,1,私立,一般大學,1005,淡江大學,2311086,法國語文學系,學士班(日間),3,43
106,1,私立,一般大學,1005,淡江大學,2311088,英文學系,學士班(日間),8,38
106,1,私立,一般大學,1005,淡江大學,2322090,中國文學學系,學士班(日間),3,44
106,1,私立,一般大學,1005,淡江大學,3111075,產業經濟學系,學士班(日間),4,6
106,1,私立,一般大學,1005,淡江大學,3111076,經濟學系,學士班(日間),7,19
106,1,私立,一般大學,1005,淡江大學,3121074,全球政治經濟學系全英語學士班,學士班(日間),0,1
106,1,私立,一般大學,1005,淡江大學,3211055,大眾傳播學系,學士班(日間),1,2
106,1,私立,一般大學,1005,淡江大學,3214054,資訊傳播學系,學士班(日間),0,2
106,1,私立,一般大學,1005,淡江大學,3222052,資訊與圖書館學系,學士班(日間),6,24
106,1,私立,一般大學,1005,淡江大學,4111051,會計學系,學士班(日間),3,5
106,1,私立,一般大學,1005,淡江大學,4121035,商管學院全球財務管理全英語學士學位學程,學士班(日間),0,1
106,1,私立,一般大學,1005,淡江大學,4121037,財務金融學系,學士班(日間),0,6
106,1,私立,一般大學,1005,淡江大學,4123033,保險學系,學士班(日間),1,13
106,1,私立,一般大學,1005,淡江大學,4131040,國際企業學系,學士班(日間),3,12
106,1,私立,一般大學,1005,淡江大學,4131047,管理科學學系,學士班(日間),5,8
106,1,私立,一般大學,1005,淡江大學,4131049,企業管理學系,學士班(日間),4,13
106,1,私立,一般大學,1005,淡江大學,4134061,公共行政學系,學士班(日間),5,17
106,1,私立,一般大學,1005,淡江大學,5311031,化學學系,學士班(日間),1,0
106,1,私立,一般大學,1005,淡江大學,5331030,物理學系,學士班(日間),0,1
106,1,私立,一般大學,1005,淡江大學,5411026,數學學系,學士班(日間),0,1
106,1,私立,一般大學,1005,淡江大學,5421024,統計學系,學士班(日間),3,7
106,1,私立,一般大學,1005,淡江大學,6131018,資訊工程學系,學士班(日間),4,1
106,1,私立,一般大學,1005,淡江大學,6131023,資訊管理學系,學士班(日間),0,7
106,1,私立,一般大學,1005,淡江大學,7141019,電機工程學系,學士班(日間),0,1
106,1,私立,一般大學,1005,淡江大學,7151015,機械與機電工程學系,學士班(日間),1,0
106,1,私立,一般大學,1005,淡江大學,7321012,土木工程學系,學士班(日間),2,1
106,1,私立,一般大學,1005,淡江大學,10411002,運輸管理學系,學士班(日間),1,9
106,1,私立,一般大學,1006,中國文化大學,2112060,數位媒體學士學位學程,學士班(進修),0,1
106,1,私立,一般大學,1006,中國文化大學,2151007,中國音樂學系,學士班(日間),0,1
106,1,私立,一般大學,1006,中國文化大學,2151040,音樂學系,學士班(日間),0,3
106,1,私立,一般大學,1006,中國文化大學,2152008,中國戲劇學系,學士班(日間),2,0
106,1,私立,一般大學,1006,中國文化大學,2152043,戲劇學系,學士班(日間),2,5
106,1,私立,一般大學,1006,中國文化大學,2221098,史學系,學士班(日間),3,5
106,1,私立,一般大學,1006,中國文化大學,2231081,哲學系,學士班(日間),1,5
106,1,私立,一般大學,1006,中國文化大學,2311010,韓國語文學系,學士班(日間),3,17
106,1,私立,一般大學,1006,中國文化大學,2311047,俄國語文學系,學士班(日間),1,2
106,1,私立,一般大學,1006,中國文化大學,2311052,英國語文學系,學士班(日間),1,4
106,1,私立,一般大學,1006,中國文化大學,2311077,日本語文學系,學士班(日間),9,24
106,1,私立,一般大學,1006,中國文化大學,2311079,德國語文學系,學士班(日間),0,2
106,1,私立,一般大學,1006,中國文化大學,2311089,法國語文學系,學士班(日間),1,4
106,1,私立,一般大學,1006,中國文化大學,2322001,中國文學系,學士班(日間),1,2
106,1,私立,一般大學,1006,中國文化大學,3111099,經濟學系,學士班(日間),5,1
106,1,私立,一般大學,1006,中國文化大學,3121061,政治學系,學士班(日間),1,2
106,1,私立,一般大學,1006,中國文化大學,3131004,心理輔導學系,學士班(日間),0,4
106,1,私立,一般大學,1006,中國文化大學,3142088,地理學系,學士班(日間),1,0
106,1,私立,一般大學,1006,中國文化大學,3199049,勞工關係學系,學士班(日間),0,2
106,1,私立,一般大學,1006,中國文化大學,3211036,大眾傳播學系,學士班(日間),3,3
106,1,私立,一般大學,1006,中國文化大學,3211101,資訊傳播學系,學士班(日間),2,1
106,1,私立,一般大學,1006,中國文化大學,3212033,新聞學系,學士班(日間),1,13
106,1,私立,一般大學,1006,中國文化大學,4111065,會計學系,學士班(日間),5,6
106,1,私立,一般大學,1006,中國文化大學,4121037,財務金融學系,學士班(日間),2,5
106,1,私立,一般大學,1006,中國文化大學,4131015,國際企業管理學系,學士班(日間),7,3
106,1,私立,一般大學,1006,中國文化大學,4134012,行政管理學系,學士班(日間),3,0
106,1,私立,一般大學,1006,中國文化大學,4141041,國際貿易學系,學士班(日間),4,3
106,1,私立,一般大學,1006,中國文化大學,4143013,廣告學系,學士班(日間),2,6
106,1,私立,一般大學,1006,中國文化大學,4211020,法律學系,學士班(日間),6,15
106,1,私立,一般大學,1006,中國文化大學,5111091,生命科學系,學士班(日間),2,0
106,1,私立,一般大學,1006,中國文化大學,5191057,保健營養學系,學士班(日間),3,9
106,1,私立,一般大學,1006,中國文化大學,5292083,土地資源學系,學士班(日間),0,2
106,1,私立,一般大學,1006,中國文化大學,5321112,地質學系,學士班(日間),1,1
106,1,私立,一般大學,1006,中國文化大學,5322097,大氣科學系,學士班(日間),2,1
106,1,私立,一般大學,1006,中國文化大學,5411114,應用數學系,學士班(日間),0,2
106,1,私立,一般大學,1006,中國文化大學,6131021,資訊工程學系,學士班(日間),3,1
106,1,私立,一般大學,1006,中國文化大學,6134006,資訊管理學系,學士班(日間),2,1
106,1,私立,一般大學,1006,中國文化大學,7111028,化學工程與材料工程學系,學士班(日間),2,0
106,1,私立,一般大學,1006,中國文化大學,7141085,電機工程學系,學士班(日間),1,0
106,1,私立,一般大學,1006,中國文化大學,7312103,景觀學系,學士班(日間),0,3
106,1,私立,一般大學,1006,中國文化大學,8121106,園藝暨生物技術學系,學士班(日間),0,1
106,1,私立,一般大學,1006,中國文化大學,9231082,社會福利學系,學士班(日間),2,9
106,1,私立,一般大學,1006,中國文化大學,10141002,技擊運動暨國術學系,學士班(日間),1,0
106,1,私立,一般大學,1006,中國文化大學,10142093,運動與健康促進學系,學士班(日間),0,2
106,1,私立,一般大學,1006,中國文化大學,10151005,觀光事業學系,學士班(日間),2,4
106,1,私立,一般大學,1007,逢甲大學,2124007,室內設計進修學士班,學士班(進修),5,0
106,1,私立,一般大學,1007,逢甲大學,2311002,外國語文學系,學士班(日間),4,5
106,1,私立,一般大學,1007,逢甲大學,2322001,中國文學系,學士班(日間),1,8
106,1,私立,一般大學,1007,逢甲大學,3111009,經濟學系,學士班(日間),2,4
106,1,私立,一般大學,1007,逢甲大學,3111012,合作經濟暨社會事業經營學系,學士班(日間),1,1
106,1,私立,一般大學,1007,逢甲大學,4111017,會計學系,學士班(日間),0,1
106,1,私立,一般大學,1007,逢甲大學,4121025,財務金融學系,學士班(日間),2,2
106,1,私立,一般大學,1007,逢甲大學,4121028,財務工程與精算學士學位學程,學士班(日間),0,1
106,1,私立,一般大學,1007,逢甲大學,4122032,財稅學系,學士班(日間),0,1
106,1,私立,一般大學,1007,逢甲大學,4123029,風險管理與保險學系,學士班(日間),1,1
106,1,私立,一般大學,1007,逢甲大學,4131019,企業管理學系,學士班(日間),5,8
106,1,私立,一般大學,1007,逢甲大學,4131021,國際企業管理學士學位學程(英語專班),學士班(日間),1,0
106,1,私立,一般大學,1007,逢甲大學,4134086,土地管理學系,學士班(日間),1,2
106,1,私立,一般大學,1007,逢甲大學,4141024,國際經營與貿易學系,學士班(日間),0,2
106,1,私立,一般大學,1007,逢甲大學,5421040,統計學系,學士班(日間),1,0
106,1,私立,一般大學,1007,逢甲大學,7121075,環境工程與科學學系,學士班(日間),1,0
106,1,私立,一般大學,1007,逢甲大學,7122077,水利工程與資源保育學系,學士班(日間),0,1
106,1,私立,一般大學,1007,逢甲大學,7141044,電機工程學系,學士班(日間),1,0
106,1,私立,一般大學,1007,逢甲大學,7141047,光電學系,學士班(日間),0,2
106,1,私立,一般大學,1007,逢甲大學,7162059,航太與系統工程學系,學士班(日間),1,1
106,1,私立,一般大學,1007,逢甲大學,7192074,纖維與複合材料學系,學士班(日間),3,1
106,1,私立,一般大學,1007,逢甲大學,7313087,都市計畫與空間資訊學系,學士班(日間),0,1
106,1,私立,一般大學,1007,逢甲大學,7321063,土木工程學系,學士班(日間),1,1
106,1,私立,一般大學,1007,逢甲大學,10411093,運輸與物流學系,學士班(日間),0,1
106,1,私立,一般大學,1008,靜宜大學,2311004,英國語文學系,學士班(日間),2,12
106,1,私立,一般大學,1008,靜宜大學,2311005,西班牙語文學系,學士班(日間),3,9
106,1,私立,一般大學,1008,靜宜大學,2311006,日本語文學系,學士班(日間),3,2
106,1,私立,一般大學,1008,靜宜大學,2321002,台灣文學系,學士班(日間),57,132
106,1,私立,一般大學,1008,靜宜大學,2322003,中國文學系,學士班(日間),2,26
106,1,私立,一般大學,1008,靜宜大學,3211008,大眾傳播學系,學士班(日間),1,0
106,1,私立,一般大學,1008,靜宜大學,3214009,資訊傳播工程學系,學士班(日間),3,4
106,1,私立,一般大學,1008,靜宜大學,4111011,會計學系,學士班(日間),2,4
106,1,私立,一般大學,1008,靜宜大學,4121019,財務金融學系,學士班(日間),4,6
106,1,私立,一般大學,1008,靜宜大學,4131012,企業管理學系,學士班(日間),2,3
106,1,私立,一般大學,1008,靜宜大學,4131015,國際企業學系,學士班(日間),7,3
106,1,私立,一般大學,1008,靜宜大學,4191010,寰宇管理學士學位學程,學士班(日間),1,0
106,1,私立,一般大學,1008,靜宜大學,4211020,法律學系,學士班(日間),2,3
106,1,私立,一般大學,1008,靜宜大學,5191031,食品營養學系,學士班(日間),1,2
106,1,私立,一般大學,1008,靜宜大學,5211021,生態人文學系,學士班(日間),2,6
106,1,私立,一般大學,1008,靜宜大學,5311023,應用化學系,學士班(日間),2,0
106,1,私立,一般大學,1008,靜宜大學,5421024,統計資訊學系,學士班(日間),1,2
106,1,私立,一般大學,1008,靜宜大學,5499025,財務與計算數學系,學士班(日間),184,127
106,1,私立,一般大學,1008,靜宜大學,6131027,資訊管理學系,學士班(日間),1,1
